siman|seif|text
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|ג|סוס וכן שאר בהמות, לא יצאו במרדעת. ואך החמור, יוצא במרדעת שלא יתקרר, מפני שטבעו להתקרר. ואם קשר לו המרדעת מערב שבת, מותר שיצא בו בשבת, שמלבושו היא. אבל אם אינה קשורה לו, לא יצא בה, גזרה שמא תפול מעליו ויביאנה בידו, ובשבת אי אפשר לקשרה לו, מפני שצריך להתקרב אליו ולסמוך עליו. ואך כשהחמור בחצר, מותר לתת עליו מרדעת מפני הצנה, ובלבד שלא יצא בה. אבל על הסוס, לא יתן מרדעת כלל, אם לא כשהקור גדול שמזיק גם להסוס. וכן בימות החמה שהזבובים רבים ומצערים אותו, מותר לתת עליו מרדעת, ובלבד שיהא נזהר שלא יסמך עצמו על הבהמה בשעת הכסוי. ולהסיר מרדעת בשבת, בין מן החמור בין מן הסוס, אסור, כיון דלית ליה צער אם לא יסירנה.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|ד|אסורה לצאת בזוג, אף על פי שהוא פקוק ואינו מקשקש. ואפלו בעיר שהיא מתוקנת בערובין, אסור שתצא בו. רק בחצר, מותר שיהיה עליה. ואם אינו פקוק, ומקשקש, אפלו בחצר, אסור להיות עליה.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|ה|מותר להוליך את הסוס בחבל שברסן, ובלבד שיאחז בקצה החבל, שלא יצא מידו טפח, וגם לא יגיע החבל שבין ידו לבהמה עד טפח סמוך לארץ. ואם החבל ארוך הרבה, יכרכו על צואר הסוס.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|ו|שתי בהמות או יותר שהן קשורות זו בזו, והוא תופס בידו אפסר אחד וכולן נמשכות זו אחר זו, אסור לעשות כן בשבת, אפלו בעיר המתוקנת בערובין. אבל מותר לתפוס כמה אפסרי בהמות בידו להוליכן, כדרך שנתבאר בסעיף שלפני זה.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|ז|אין התרנגולין יוצאין בחוטין שקושרין בהם לסימן, או שלא ישברו כלים. אבל אם קושרין רגליהן שלא יוכלו לברוח, וכן סוסים הרועים בשדה וקושרין שתי ידיהן יחד, שלא יוכלו לברוח, מותר, ובלבד שלא יקשוור עקוד או רגול. עקוד, הינו שקושר יד עם רגל. ורגול, הינו שקושר אחת מרגליו כלפי מעלה, שלא תלך רק על שלוש, שזה אפלו בחול אסור, משום צער בעלי חיים.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|ח|מי שיש לו משרת אינו יהודי ורוכב על הבהמה בשבת, כשמוליכה להשקותה אינו צריך למנעו, כי אסור הרכיבה בשבת, אינו משום משא הבהמה, כי החי נושא את עצמו, (ואינו אסור רק מדרבנן, ובבהמה לא גזרו), אלא האסור הוא על האדם, שהישוראל אסור לרכוב בשבת ואינו יהודי לית לן בה. ואפלו הוא נותן אוכף או בגד לרכוב עליו הם בטלים לגבי הרוכב, רק שאר דבר לא יניח על הבהמה.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|ט|מותר לומר לאינו יהודי לחלוב הבהמות בשבת, משום צער בעלי חיים, כי החלב מצערה. והחלב אסור בו ביום אפלו בטלטול, אלא האינו יהודי יעמידנו במקום המשתמר. וכן מותר לומר לאינו יהודי, להברות האוזות פעם אחת ביום, משום צער בעלי חיים (סימן ש"ה).
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|י|אסור להשאיל או להשכיר בהמתו לאינו יהודי, אלא בתנאי שיחזירנה לו קודם שבת. ואם ארע שלא החזירה יפקירה הישוראל קודם השבת אפלו בינו לבין עצמו, כדי להנצל מאסור. אבל לכתחלה אסור להשאיל או להשכיר על סמך זה (רמ"ו).
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|יא|לא ימדוד אדם שעורים לתת לפני בהמתו, אלא משער באומד דעתו.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|יב|אגודת שחת, אם אינו קשור בקשר של קימא (דהינו שני קשרים זה על גב זה), מותר להתירה ולתנה לפני בהמה. ומותר לחתוך דלועין קושות לפני בהמה, והוא כשנתלשו מאתמול. ואם הדלועין רכות ויכולה לאכלן כך, אסור לחתכן.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|יג|מותר להעמיד בהמתו על גבי עשבים מחוברים כדי שתאכל, כי אין זאת מלאכה אצלה מה שתעקור העשבים, אדרבה ניח לה, אבל עשבים שתלשן אינו יהודי בשבת, שהם מוקצים, אסור להעמיד שם בהמה שתאכל, אלא אם כן אין לה מה לאכול, אז מותר משום צער בעלי חיים. וכן אם אין לה מה לשתות, מותר לומר לאינו יהודי להביא לה מים מן הבאר שבכרמלית (שכד שכה).
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|יד|אין תולין על הבהמה כיס או כלי שתאכל מתוכו, כיון שזה אינו אלא לתענוג בעלמא לבהמה, שלא תצטרך לשוח צוארה, ואסור לטרוח בשבת בשביל תענוג הבהמה. אבל עגלים וסיחים שצוארן קצר ומצטערים לאכול מן הקרקע, מותר לתלות להן כלי עם מאכל בחצר. אבל לא יצאו בו, מפני שמשא הוא להן (ש"ה).
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|טו|אין להשליך תבואה לעופות במקום לח, שיכול להיות שתשאר שם קצת ותצמיח אחר כך.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|טז|הנותן מספוא לבהמות, אסור לתנו תחלה בכברה להוציא המוץ ולנקותו. אבל אם אינו מכוון לכך, מותר לקחת אותו בכברה ולתנו באבוס.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|יז|הנותן מורסן לבהמות או לעופות, אסור לתת לתוכו מים. ואם נתן בו מים ערב שבת, אסור לגבלו בשבת. אבל מותר לנערו מכלי אל כלי, כדי שיתערב.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|יח|בהמות, חיות ועופות הגדלים בבית, שמזונותיהן מוטלין עליך, מותר לתת להם מזונות בשבת. אבל אותן שאינן גדלים בבית ואין מזונותיהן עליך, אסור לטרוח בשביל לתן להם מזונות. ואפלו להשליך לפניהם, אסור. ולכן אסור לתן מזונות לפני היונים, לפי שיוצאין ואוכלין בשדה. נותנין מזונות לפני כלב. ואפלו של הפקר, יש קצת מצוה לתן לו מעט מזונות, שהרי הקדוש ברוך הוא חס עליו על שמזונותיו מועטין, ומשהה אכילתו במעיו שלשה ימים. יש נוהגין לתת חטים לפני העופות בשבת שירה, ואינו נכון, שהרי אין מזונותיהן עליך (שכ"ד).
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|יט|מותר להזמין אינו יהודי לביתו לאכול עמו בשבת. ואף על פי שאסור ביום טוב משום גזרה שמא ירבה בשבילו (כדלקמן סימן צ"ח) אבל בשבת אין לחוש לזאת, ומותר לתת אפלו לו לבדו מזונות. ואף על פי שאין מזונותיו עליך, מכל מקום כיון שמפרנסין עובדי כוכבים מפני דרכי שלום, חשוב כמזונותיו עליך (ועין לעיל סימן פ"ב סעיף ט').
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|כ|בהמה חיה ועוף שלא הורגלו עדין לבוא בערב לכלוב שלהם. וכן אפלו אם הורגלו, אלא שעתה מרדו וברחו, אסור להכניסן לתוך הכלוב או לתוך הבית. ואפלו אם הם בבית או בכלוב, אלא שהדלת פתוחה, אסור לסגרה, משום דבזה המה נצודים והוי אסור צידה.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|כא|ואם כבר הורגלו והמה בני תרבות שדרכן לבוא בערב למקומם ויצאו, והוא חושש שלא יגנבו אותם, מותר לדחותן שילכו למקום המשתמר. אבל לא יקח אותם בידים, שהרי הם מוקצים.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|כב|אין מילדין את הבהמה בשבת, ואפלו לסעדה, הינו שאוחז את הולד שלא יפול לארץ, אסור.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|כג|מכה בתחלתה שיש להבהמה צער ממנה, סכין אותה בשמן. אבל בסוף, שאין הסיכה אלא משום תענוג, אסור.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|כד|אם אכלה כרשינין הרבה וכדומה ומצטערת, יכול להריצה בחצר כדי שתתיגע ותתרפא. אם אחזה דם, יכול להעמידה במים כדי שתצטנן. ואם הוא ספק, שמא אם לא יקיזו לה דם, תמות, מותר לומר לאינו יהודי להקיזה. וכן שאר רפואות, עושין לה על ידי אינו יהודי (של"ב).
סימן פח - דיני מקצה בשבת ובו י"ח סעיפים:|א|מוקצה מדעת, דהינו שהקצהו האדם מדעתו מלאכלו בשבת, מחמת שאינו ראוי לאכילה אלא על ידי הדחק, או שראוי לאכילה אפלו בלא דחק, אלא שהקצהו לסחורה, אף על פי שנתנו לאוצר, וכן דבר שהוא ראוי היום למאכל כלבים, אף על פי שבערב שבת לא היה עומד לכך, כגון בהמה ועוף שנתנבלו בשבת, וכן דבר שנשתנה היום ממה שהיה אתמול, אבל מכל מקום גם היום עדין ראוי לאיזה תשמיש, כגון כלים שנשתברו היום ועדין ראויין להשתמש בהן מעין תשמישן הראשון לקבל בהן איזה מאכל או משקה, וכן עצמות שנתפרקו היום מן הבשר והן ראויין לכלבים, כל אלו מותרין לטלטל בשבת, חוץ ממה שדחה בידים כגון גרוגרות וצמוקין.
